Date,campaign,ad_id,spend
11-02-19,12314829,33808286,0
11-02-19,12317600,33813080,1231.33
11-02-19,12317600,33813081,3110.67
11-02-19,12317600,33813082,183.4
11-02-19,12317617,33813111,43.82
11-02-19,12317617,33813112,88.99
11-02-19,12317617,33813113,7.85
11-02-19,12435950,34000962,0
11-02-19,12435950,34000963,0
11-02-19,12435950,34000964,0
11-02-19,12435950,34000965,0
11-02-19,12435950,34000966,0
11-02-19,12465079,34044770,5.51
11-02-19,12501879,34122331,135.39
11-02-19,12501909,34122385,9.94
11-02-19,12501909,34122386,9.12
11-02-19,12501942,34122426,3.18
11-02-19,12501942,34122427,2.07
11-02-19,12501957,34738345,118.63
11-02-19,12501987,34122492,12.1
11-02-19,12501994,34122502,2.46
11-02-19,12501994,34122503,1.18
11-02-19,12640342,34314799,3.73
11-02-19,12640342,34314800,109.82
11-02-19,12640342,34314801,36.53
11-02-19,12640362,34314825,6.06
11-02-19,12640362,34314826,280.29
11-02-19,12640362,34314827,44.3
11-02-19,12696235,34398202,64.89
11-02-19,12696235,34398203,4.48
11-02-19,12696296,34398274,1524.79
11-02-19,12696296,34398275,79.08
11-02-19,12706263,34428355,16.5
11-02-19,12706263,34428356,44.84
11-02-19,12706263,34428357,40.99
11-02-19,12706263,34428358,13.43
11-02-19,12706273,34428369,11.84
11-02-19,12706273,34428370,28.54
11-02-19,12706273,34428371,21.19
11-02-19,12706273,34428372,10.67
11-02-19,12706432,34428601,4.68
11-02-19,12706432,34428602,5.37
11-02-19,12706432,34428603,3.55
11-02-19,12706432,34428604,4.68
11-02-19,12706449,34428633,4.35
11-02-19,12706449,34428634,6.33
11-02-19,12706449,34428635,4.66
11-02-19,12706449,34428636,7.07
11-02-19,12706485,34428689,1.68
11-02-19,12706485,34428690,1.4
11-02-19,12706485,34428691,0.89
11-02-19,12706485,34428692,2.1
11-02-19,12706575,34428797,2.41
11-02-19,12706575,34428798,3.69
11-02-19,12706575,34428799,8.11
11-02-19,12706575,34428800,2.06
11-02-19,12706583,34428808,2.36
11-02-19,12706583,34428809,3.85
11-02-19,12706583,34428810,5.99
11-02-19,12706583,34428811,1.87
11-02-19,12706640,34428875,1.4
11-02-19,12706640,34428876,2.49
11-02-19,12706640,34428877,2.27
11-02-19,12706640,34428878,1.35
11-02-19,12706648,34428887,2.12
11-02-19,12706648,34428888,2.12
11-02-19,12706648,34428889,1.07
11-02-19,12706648,34428890,2.29
11-02-19,12706720,34428975,0.64
11-02-19,12706720,34428976,1.41
11-02-19,12706720,34428977,0.71
11-02-19,12706720,34428978,0.72
11-02-19,12795586,34571799,1742.9
11-02-19,12795617,34571858,2.2
11-02-19,12795617,34571859,2.01
11-02-19,12795657,34571969,1.19
11-02-19,12795657,34571970,1.62
11-02-19,12901318,34771484,0
11-02-19,12933542,34813475,0
11-02-19,12933542,34813476,0
11-02-19,12933542,34813477,0
11-02-19,12933542,34813478,0
11-02-19,12933542,34813479,110
11-02-19,12933542,34813480,0
11-02-19,13043108,34988211,19.96
11-02-19,13043155,34988257,2.72
11-02-19,13075378,35050646,7.32
11-02-19,13075378,35050647,8.36
11-02-19,13075378,35050648,9.04
11-02-19,13075378,35050649,133.54
11-02-19,13075378,35050650,7.58
11-02-19,13075378,35050651,1226.13
11-02-19,13075378,35050652,68.46
11-02-19,13075452,35050775,2.48
11-02-19,13075452,35050776,2.15
11-02-19,13075452,35050777,2.82
11-02-19,13075452,35050778,2.58
11-02-19,13075452,35050779,3.17
11-02-19,13075452,35050780,12.6
11-02-19,13075452,35050781,3.28
11-02-19,13075505,35050862,0.67
11-02-19,13075505,35050863,1.03
11-02-19,13075505,35050864,0.4
11-02-19,13075505,35050865,3.54
11-02-19,13075505,35050866,0.51
11-02-19,13075505,35050867,33.35
11-02-19,13075505,35050868,0.87
11-02-19,13075567,35050990,0.37
11-02-19,13075567,35050991,0.75
11-02-19,13075567,35050992,0.24
11-02-19,13075567,35050993,0.6
11-02-19,13075567,35050994,0.5
11-02-19,13075567,35050995,3.62
11-02-19,13075567,35050996,0.6
11-02-19,13114036,35101915,25.71
11-02-19,13114036,35101916,14.19
11-02-19,13114036,35101917,13.23
11-02-19,13114071,35101956,7.33
11-02-19,13114071,35101957,6.24
11-02-19,13114071,35101958,6.96
11-02-19,13149038,35149952,0
11-02-19,13149038,35149953,0
11-02-19,13149038,35149954,0
11-02-19,13149038,35149955,0
11-02-19,13149038,35149956,0
11-02-19,13149038,35149957,0
11-02-19,13149038,35149958,0
11-02-19,13149038,35149959,0
11-02-19,13149306,35150533,90
11-02-19,13149306,35150534,0
11-02-19,13149306,35150535,0
11-02-19,13149306,35150536,0
11-02-19,13963169,36281761,0.68
11-02-19,13963169,36281762,0.86
11-02-19,13963169,36281763,21.09
11-02-19,13963169,36281764,10.75
11-02-19,13963169,36281765,0.18
11-02-19,13963174,36281779,1.16
11-02-19,13963174,36281780,0.88
11-02-19,13963188,36281804,0
11-02-19,13963188,36281805,0
11-02-19,13963188,36281806,0
11-02-19,13963188,36281807,0
11-02-19,13963188,36281808,0
11-02-19,13963196,36281818,5.94
11-02-19,13963196,36281819,4.1
11-02-19,13963196,36281820,46.5
11-02-19,13963196,36281821,149.64
11-02-19,13963196,36281822,1.33
11-02-19,13963200,36281826,5.21
11-02-19,13963200,36281827,4.95
11-02-19,13963207,36281834,0
11-02-19,13963207,36281835,0
11-02-19,13963207,36281836,0
11-02-19,13963207,36281837,148.1
11-02-19,13963207,36281838,0
11-02-19,13964650,36385413,4.77
11-02-19,13964650,36385414,7.15
11-02-19,13964650,36385438,266.24
11-02-19,13964650,36385442,14.84
11-02-19,13964664,36385500,1.49
11-02-19,13964664,36385510,1.26
11-02-19,13964664,36385512,0.46
11-02-19,13964664,36385522,1.14
11-02-19,13964664,36385526,1.67
11-02-19,13964664,36385528,0.98
11-02-19,13964774,36385318,187.16
11-02-19,13964774,36385330,212.02
11-02-19,13964774,36385367,16.87
11-02-19,13964791,36385484,17.99
11-02-19,13964827,36284303,1.87
11-02-19,13964827,36284304,2.02
11-02-19,13964827,36284305,63.3
11-02-19,13964902,36284399,0
11-02-19,13964902,36284400,0
11-02-19,13964902,36284401,0
11-02-19,13964902,36284402,0
11-02-19,13964902,36284403,0
11-02-19,13964902,36284404,0
11-02-19,13964902,36284405,0
11-02-19,13964925,36284428,0
11-02-19,13964925,36284429,0
11-02-19,13964925,36284430,89.7
11-02-19,13964925,36284431,0
11-02-19,13964925,36284432,0
11-02-19,13964925,36284433,0
11-02-19,13964944,36284452,95.6
11-02-19,13964944,36284453,0
11-02-19,13964970,36284479,0
11-02-19,13964970,36284480,0
11-02-19,13964970,36284481,77.4
11-02-19,13964970,36284482,0
11-02-19,13964970,36284483,0
11-02-19,13964970,36284484,0
11-02-19,13964970,36284485,0
11-02-19,13964970,36284486,0
11-02-19,13965008,36284528,15.16
11-02-19,13965008,36284529,0.4
11-02-19,13965008,36284530,0.61
11-02-19,13965027,36284553,29.57
11-02-19,13965027,36284554,4.24
11-02-19,13965027,36284555,8.68
11-02-19,13965213,36384628,37.78
11-02-19,13965213,36384639,27.65
11-02-19,13965213,36384653,165.92
11-02-19,13965213,36384669,41.06
11-02-19,13965220,36384774,4.8
11-02-19,13965220,36384777,3.26
11-02-19,13965220,36384783,4.17
11-02-19,13965220,36384793,4.83
11-02-19,13965220,36384802,2.66
11-02-19,13965220,36384826,1.88
11-02-19,13965248,36384575,306.85
11-02-19,13965248,36384578,185.4
11-02-19,13965248,36384605,32.22
11-02-19,13965266,36384716,100.19
11-02-19,13965291,36284903,6.38
11-02-19,13965291,36284904,5.62
11-02-19,13965291,36284905,279.59
11-02-19,13965335,36284996,33.62
11-02-19,13965373,36285051,0
11-02-19,13965373,36285052,0
11-02-19,13965373,36285053,0
11-02-19,13965373,36285054,0
11-02-19,13965373,36285055,0
11-02-19,13965373,36285056,0
11-02-19,13965373,36285057,0
11-02-19,13965391,36285074,0
11-02-19,13965391,36285075,0
11-02-19,13965391,36285076,0
11-02-19,13965391,36285077,0
11-02-19,13965391,36285078,0
11-02-19,13965391,36285079,0
11-02-19,13965391,36285080,0
11-02-19,13965391,36285081,0
11-02-19,13965400,36285098,0
11-02-19,13965400,36285099,0
11-02-19,13965408,36285112,0
11-02-19,13965408,36285113,0
11-02-19,13965408,36285114,0
11-02-19,13965408,36285115,0
11-02-19,13965408,36285116,0
11-02-19,13965408,36285117,0
11-02-19,13965408,36285118,0
11-02-19,13965408,36285119,0
11-02-19,13965505,36285297,117.39
11-02-19,13965505,36285298,141.08
11-02-19,13965569,36285464,8.51
11-02-19,13965569,36285465,9.51
11-02-19,13965569,36285466,8.17
11-02-19,13965569,36285467,10.08
11-02-19,13965569,36285468,10.16
11-02-19,13965677,36285647,0
11-02-19,13965677,36285648,0
11-02-19,13965677,36285649,0
11-02-19,13965677,36285650,0
11-02-19,13965677,36285651,0
11-02-19,13965677,36285652,0
11-02-19,13965984,36286193,7.4
11-02-19,13965984,36286194,7.67
11-02-19,13965984,36286195,4.88
11-02-19,13965984,36286196,6.21
11-02-19,14007809,36366827,5.24
11-02-19,14007809,36366828,5.92
11-02-19,14007809,36366829,4.36
11-02-19,14007832,36366881,13.98
11-02-19,14008014,36367086,4.26
11-02-19,14008014,36367087,3.28
11-02-19,14008014,36367088,5.45
11-02-19,14008014,36367089,2.64
11-02-19,14008155,36367253,1.06
11-02-19,14008155,36367254,1.09
11-02-19,14008155,36367255,0.31
11-02-19,14008188,36367288,1.6
11-02-19,14008259,36367404,0.75
11-02-19,14008259,36367405,0.92
11-02-19,14008259,36367406,0.3
11-02-19,14008259,36367407,0.87
11-02-19,14008456,36367710,83.48
11-02-19,14008456,36367711,36.34
11-02-19,14008456,36367712,7.64
11-02-19,14008599,36367886,9.99
11-02-19,14008599,36367887,8.48
11-02-19,14008599,36367888,59.23
11-02-19,14008678,36367977,3.59
11-02-19,14008678,36367978,3.24
11-02-19,14008678,36367979,3.43
11-02-19,14008678,36367980,2.16
11-02-19,14008678,36367981,2.42
11-02-19,14008678,36367982,4.05
11-02-19,14008843,36368169,4.97
11-02-19,14008843,36368170,3.42
11-02-19,14008843,36368171,2.53
11-02-19,14008906,36368265,2.88
11-02-19,14008906,36368266,1.87
11-02-19,14008906,36368267,1.03
11-02-19,14008959,36368355,0.52
11-02-19,14008959,36368356,1.15
11-02-19,14008959,36368357,1.53
11-02-19,14008959,36368358,1.47
11-02-19,14008959,36368359,0.6
11-02-19,14008959,36368360,1.56
11-02-19,14034781,36405797,935.92
11-02-19,14034781,36405798,46.72
11-02-19,14034781,36405799,6.51
11-02-19,14034781,36405800,13.08
11-02-19,14034781,36405801,12.88
11-02-19,14034781,36405802,5.61
11-02-19,14034821,36405875,1401.29
11-02-19,14034821,36405876,76.57
11-02-19,14034821,36405877,2.23
11-02-19,14034821,36405878,6.33
11-02-19,14034821,36405879,4.88
11-02-19,14034821,36405880,0.21
11-02-19,14292166,36819955,26.54
11-02-19,14292166,36819956,7.87
11-02-19,14292166,36819957,36.21
11-02-19,14292166,36819958,10.97
11-02-19,14292384,36820349,26.51
11-02-19,14292384,36820350,13.36
11-02-19,14292560,36820658,1765.42
11-02-19,14292560,36820659,29.34
11-02-19,14292560,36820660,4.97
11-02-19,14292560,36820661,4.11
11-02-19,14292647,36820790,20.38
11-02-19,14292647,36820791,35.05
11-02-19,14292931,36821383,1214.56
11-02-19,14292931,36821384,4.41
11-02-19,14292931,36821385,0.62
11-02-19,14292931,36821386,0.33
11-02-19,14292948,36821406,2.2
11-02-19,14292948,36821407,1.27
11-02-19,14293207,36821752,22.21
11-02-19,14293207,36821753,10.32
11-02-19,14293207,36821754,39.42
11-02-19,14293207,36821755,13.26
11-02-19,14293210,36821758,27.47
11-02-19,14293210,36821759,14.76
11-02-19,14293213,36821762,1.63
11-02-19,14293213,36821763,1.14
11-02-19,14293213,36821764,1.93
11-02-19,14293213,36821765,2.02
11-02-19,14293232,36821793,3706.4
11-02-19,14293232,36821794,45.4
11-02-19,14293232,36821795,10.46
11-02-19,14293232,36821796,7.21
11-02-19,14293235,36821815,17.72
11-02-19,14293235,36821816,36.74
11-02-19,14293237,36821818,2974.52
11-02-19,14293237,36821819,6.99
11-02-19,14293237,36821820,1.96
11-02-19,14293237,36821821,0.69
11-02-19,14293239,36821824,1.56
11-02-19,14293239,36821825,0.95
11-02-19,14378168,36982331,5.1
11-02-19,14378168,36982332,68.96
11-02-19,14378168,36982333,4.18
11-02-19,14378168,36982334,25.75
11-02-19,14378182,36982415,21.6
11-02-19,14378182,36982416,11.58
11-02-19,14378200,36982517,16.89
11-02-19,14378200,36982518,7.97
11-02-19,14378200,36982519,15.71
11-02-19,14378220,36982564,2.49
11-02-19,14378220,36982565,9.6
11-02-19,14378220,36982566,5.74
11-02-19,14378220,36982567,5.48
11-02-19,14378228,36982580,6.92
11-02-19,14378228,36982581,11.87
11-02-19,14378267,36982634,9.56
11-02-19,14378267,36982635,5.94
11-02-19,14378267,36982636,5.08
11-02-19,14378436,36982852,4.4
11-02-19,14378436,36982853,10.82
11-02-19,14378436,36982854,8.69
11-02-19,14378436,36982855,23.35
11-02-19,14378436,36982889,6.68
11-02-19,14378436,36982903,10.23
11-02-19,14378459,36982917,10.31
11-02-19,14378459,36982918,71.7
11-02-19,14378470,36982947,11.11
11-02-19,14378470,36982948,9
11-02-19,14378470,36982949,45.29
11-02-19,14378600,36983112,0.58
11-02-19,14378600,36983113,0.81
11-02-19,14378600,36983114,0.12
11-02-19,14378600,36983115,1.99
11-02-19,14378600,36983116,0.29
11-02-19,14378600,36983117,0.12
11-02-19,14378663,36983188,1.02
11-02-19,14378663,36983189,0.99
11-02-19,14378671,36983204,1.11
11-02-19,14378671,36983205,0.99
11-02-19,14378671,36983206,2.68
11-02-19,14388573,36998173,4
11-02-19,14388573,36998174,5.26
11-02-19,14388573,36998175,5.45
11-02-19,14388573,36998176,4.35
11-02-19,14388573,36998177,3.68
11-02-19,14388774,36998392,1.94
11-02-19,14388774,36998393,1.05
11-02-19,14388774,36998394,1.4
11-02-19,14388774,36998395,1.01
11-02-19,14388774,36998396,1.38
11-02-19,14450374,37108856,4.92
11-02-19,14450374,37108857,4.85
11-02-19,14450374,37108858,22.46
11-02-19,14450374,37108859,4.56
11-02-19,14450374,37108860,3.43
11-02-19,14450374,37108861,22.97
11-02-19,14450385,37108872,13.41
11-02-19,14450385,37108873,15.4
11-02-19,14450385,37108874,16
11-02-19,14450385,37108875,12.13
11-02-19,14450407,37108897,0.31
11-02-19,14450407,37108898,1.18
11-02-19,14450407,37108899,1.46
11-02-19,14450407,37108900,0.71
11-02-19,14450407,37108901,0.82
11-02-19,14450407,37108902,1.4
11-02-19,14450450,37108958,2.43
11-02-19,14450450,37108959,1.61
11-02-19,14450450,37108960,3.03
11-02-19,14450450,37108961,2.35
11-02-19,14450450,37108962,3.27
11-02-19,14450450,37108963,4.84
11-02-19,14450455,37108979,4.96
11-02-19,14450455,37108980,26.41
11-02-19,14450455,37108981,8.28
11-02-19,14450455,37108982,6.99
11-02-19,14450478,37109008,0.54
11-02-19,14450478,37109009,0.19
11-02-19,14450478,37109010,0.58
11-02-19,14450478,37109011,0.39
11-02-19,14450478,37109012,0.21
11-02-19,14450478,37109013,0.47
11-02-19,14450494,37109041,0.13
11-02-19,14450494,37109042,0.74
11-02-19,14450494,37109043,1.17
11-02-19,14450494,37109044,0.44
11-02-19,14450541,37109155,12.25
11-02-19,14450541,37109156,15.1
11-02-19,14450541,37109157,12.25
11-02-19,14450541,37109158,10.22
11-02-19,14450551,37109185,6.28
11-02-19,14450551,37109186,7.08
11-02-19,14450551,37109187,6.18
11-02-19,14450551,37109188,6.72
11-02-19,14491781,37164973,0
11-02-19,14491781,37164974,0
11-02-19,14491781,37164975,0
11-02-19,14491781,37164976,0
11-02-19,14491781,37164977,0
11-02-19,14491781,37164978,0
11-02-19,14491781,37164979,0
11-02-19,14491816,37165060,0
11-02-19,14491816,37165061,0
11-02-19,14491816,37165062,0
11-02-19,14491816,37165063,0
11-02-19,14491816,37165064,0
11-02-19,14491816,37165065,0
11-02-19,14491816,37165066,0
11-02-19,14491998,37165366,0
11-02-19,14491998,37165367,0
11-02-19,14491998,37165368,0
11-02-19,14491998,37165369,0
11-02-19,14491998,37165370,0
11-02-19,14491998,37165371,0
11-02-19,14491998,37165372,0
11-02-19,14492016,37165396,0
11-02-19,14492016,37165397,0
11-02-19,14492016,37165398,0
11-02-19,14492016,37165399,0
11-02-19,14492016,37165400,0
11-02-19,14492016,37165401,0
11-02-19,14492016,37165402,0
11-02-19,14492047,37165455,0
11-02-19,14492047,37165456,0
11-02-19,14492047,37165457,0
11-02-19,14492047,37165458,0
11-02-19,14492267,37165904,0
11-02-19,14492267,37165905,70
11-02-19,14492267,37165906,0
11-02-19,14492267,37165907,0
11-02-19,14492267,37165908,0
11-02-19,14492267,37165909,0
11-02-19,14492330,37166037,0
11-02-19,14492330,37166038,0
11-02-19,14492330,37166039,0
11-02-19,14492330,37166040,0
11-02-19,14492330,37166041,0
11-02-19,14492330,37166042,0
11-02-19,14492373,37166144,0
11-02-19,14492373,37166145,0
11-02-19,14492373,37166146,0
11-02-19,14492373,37166147,0
11-02-19,14492373,37166148,210
11-02-19,14492373,37166149,0
11-02-19,14492410,37166220,0
11-02-19,14492410,37166221,0
11-02-19,14492410,37166222,204.2
11-02-19,14492410,37166223,0
11-02-19,14492410,37166224,0
11-02-19,14492410,37166225,0
11-02-19,14590882,37360216,10.59
11-02-19,14590882,37360217,19.69
11-02-19,14590882,37360218,6.22
11-02-19,14590882,37360219,12
11-02-19,14590957,37360379,1.2
11-02-19,14590957,37360380,1.08
11-02-19,14590957,37360381,2.48
11-02-19,14590957,37360382,1.02
11-02-19,14590975,37360428,7.74
11-02-19,14590975,37360429,16.19
11-02-19,14590975,37360430,6.04
11-02-19,14590975,37360431,7.45
11-02-19,14590982,37360453,2.97
11-02-19,14590982,37360454,1.97
11-02-19,14590982,37360455,0.89
11-02-19,14590982,37360456,1.39
11-02-19,14591101,37360699,3.75
11-02-19,14591101,37360700,3.66
11-02-19,14591101,37360701,3
11-02-19,14591101,37360702,3.58
11-02-19,14591124,37360743,3.08
11-02-19,14591124,37360744,3.13
11-02-19,14591124,37360745,2.03
11-02-19,14591124,37360746,2.98
11-02-19,14591210,37360943,1.01
11-02-19,14591210,37360944,1.27
11-02-19,14591210,37360945,1.72
11-02-19,14591210,37360946,1.04
11-02-19,14591235,37361011,0.43
11-02-19,14591235,37361012,1.91
11-02-19,14591235,37361013,0.85
11-02-19,14591235,37361014,0.84
11-02-19,14594232,37367050,0.91
11-02-19,14594232,37367051,0.94
11-02-19,14594232,37367052,1.46
11-02-19,14594232,37367053,1.17
11-02-19,14594232,37367054,0.53
11-02-19,14594232,37367055,1.04
11-02-19,14594241,37367071,1.63
11-02-19,14594241,37367072,0.48
11-02-19,14594241,37367073,1.31
11-02-19,14594241,37367074,0.46
11-02-19,14594241,37367075,0.43
11-02-19,14594241,37367076,1.63
11-02-19,14594298,37367175,8.21
11-02-19,14594298,37367176,1.87
11-02-19,14594298,37367177,1.66
11-02-19,14594298,37367178,2.3
11-02-19,14594298,37367179,2.64
11-02-19,14594298,37367180,2.11
11-02-19,14594306,37367203,8.82
11-02-19,14594306,37367204,1.8
11-02-19,14594306,37367205,1.41
11-02-19,14594306,37367206,1.17
11-02-19,14594306,37367207,1.63
11-02-19,14594306,37367208,2.12
11-02-19,14594395,37367425,1.61
11-02-19,14594395,37367426,1.81
11-02-19,14594395,37367427,1.48
11-02-19,14594395,37367428,1.16
11-02-19,14594395,37367429,1.06
11-02-19,14594395,37367430,1.62
11-02-19,14594417,37367467,1.54
11-02-19,14594417,37367468,0.93
11-02-19,14594417,37367469,1.27
11-02-19,14594417,37367470,1.01
11-02-19,14594417,37367471,1.04
11-02-19,14594417,37367472,1.16
11-02-19,14594474,37367659,0.24
11-02-19,14594474,37367660,0.49
11-02-19,14594474,37367661,0.69
11-02-19,14594474,37367662,0.55
11-02-19,14594474,37367663,1.06
11-02-19,14594474,37367664,1.4
11-02-19,14594481,37367671,1.52
11-02-19,14594481,37367672,1.47
11-02-19,14594481,37367673,0.92
11-02-19,14594481,37367674,0.82
11-02-19,14594481,37367675,0.43
11-02-19,14594481,37367676,1.03
11-02-19,14674745,37505230,15.03
11-02-19,14674745,37505231,13.79
11-02-19,14674745,37505232,25.48
11-02-19,14674745,37505233,29.92
11-02-19,14674745,37505234,37.53
11-02-19,14674745,37505235,26.59
11-02-19,14674835,37505406,5.38
11-02-19,14674835,37505407,4.8
11-02-19,14674835,37505408,5.89
11-02-19,14674835,37505409,6.38
11-02-19,14674835,37505410,5.49
11-02-19,14674835,37505411,7.63
11-02-19,14674926,37505541,0
11-02-19,14674926,37505542,0
11-02-19,14674926,37505543,0
11-02-19,14674945,37505598,0
11-02-19,14674945,37505599,0
11-02-19,14674945,37505600,0
11-02-19,14674945,37505601,0
11-02-19,14674945,37505602,0
11-02-19,14674945,37505603,0
11-02-19,14674972,37505649,0
11-02-19,14674972,37505650,0
11-02-19,14674972,37505651,0
11-02-19,14674981,37505660,0
11-02-19,14674981,37505661,0
11-02-19,14674981,37505662,0
11-02-19,14674981,37505663,0
11-02-19,14674981,37505664,0
11-02-19,14674981,37505665,0
11-02-19,14674997,37505693,0
11-02-19,14674997,37505694,0
11-02-19,14674997,37505695,0
11-02-19,14674997,37505696,0
11-02-19,14675019,37505737,0
11-02-19,14675019,37505738,0
11-02-19,14675019,37505739,0
11-02-19,14675019,37505740,0
11-02-19,14675019,37505741,0
11-02-19,14675019,37505742,0
11-02-19,14675019,37505743,0
11-02-19,14675019,37505744,123.8
11-02-19,14675023,37505756,0
11-02-19,14675023,37505757,0
11-02-19,14675037,37505772,0
11-02-19,14675037,37505773,0
11-02-19,14675037,37505774,0
11-02-19,14675037,37505775,0
11-02-19,14675051,37505815,0
